날짜	시간	x좌표	y좌표	온도	최고온도	최저온도	하늘상태	강수상태	날씨한국어	날씨영어	강수확률	12시간예상강수량	12시간예상적설량	풍속	풍향	풍향한국어	풍향영어	습도	6시간예상강수량	6시간예상적설량
2024-08-13	12	55	126	32	34	-999	1	0	맑음	Clear	10	0	0	0.5	6	서	W	65	0	0
2024-08-13	15	55	126	33	34	-999	1	0	맑음	Clear	0	0	0	2.6	6	서	W	65	0	0
2024-08-13	18	55	126	31	-999	-999	1	0	맑음	Clear	0	0	0	2.7	6	서	W	70	0	0
2024-08-13	3	55	126	26	34	26	3	0	구름 많음	Mostly Cloudy	20	0	0	0.5	0	북	N	90	0	0
2024-08-13	6	55	126	26	34	26	3	0	구름 많음	Mostly Cloudy	20	0	0	0.8	2	동	E	95	0	0
2024-08-13	9	55	126	30	34	-999	4	4	소나기	Shower	60	0	0	1.4	3	남동	SE	80	1.5	0
2024-08-12	18	55	126	31	-999	-999	3	4	소나기	Shower	60	0	0	3	6	서	W	70	8.700001	0
2024-08-12	21	55	126	29	-999	-999	3	4	소나기	Shower	60	0	0	1.1	6	서	W	85	17.7	0
2024-08-12	24	55	126	27	-999	-999	4	0	흐림	Cloudy	30	0	0	0.8	7	북서	NW	90	0	0
2024-08-12	3	55	126	27	34	26	4	0	흐림	Cloudy	30	0	0	1.2	3	남동	SE	85	0	0
2024-08-12	6	55	126	26	34	26	4	0	흐림	Cloudy	30	0	0	1.7	3	남동	SE	90	0	0
2024-08-12	9	55	126	30	34	-999	4	0	흐림	Cloudy	30	0	0	2.2	4	남	S	70	0	0
2024-08-12	12	55	126	33	34	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.3	5	남서	SW	60	0	0
2024-08-12	15	55	126	33	34	-999	1	0	맑음	Clear	10	0	0	2.8	6	서	W	60	8.700001	0
2024-08-11	3	55	126	27	33	26	3	0	구름 많음	Mostly Cloudy	20	0	0	1.7	3	남동	SE	85	12.9	0
2024-08-11	6	55	126	26	33	26	4	4	소나기	Shower	60	0	0	2.5	3	남동	SE	90	12.9	0
2024-08-11	9	55	126	29	33	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	3.2	4	남	S	75	0	0
2024-08-11	12	55	126	32	33	-999	1	0	맑음	Clear	10	0	0	3.9	4	남	S	60	0	0
2024-08-11	15	55	126	32	33	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	3.6	5	남서	SW	60	0	0
2024-08-11	18	55	126	31	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	3	5	남서	SW	70	0	0
2024-08-11	21	55	126	29	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	0.6	5	남서	SW	80	0	0
2024-08-11	24	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	0.9	3	남동	SE	85	0	0
2024-08-10	18	55	126	31	-999	-999	1	0	맑음	Clear	0	0	0	2.6	5	남서	SW	70	0	0
2024-08-10	21	55	126	28	-999	-999	1	0	맑음	Clear	0	0	0	1.1	6	서	W	85	0	0
2024-08-10	24	55	126	27	-999	-999	1	0	맑음	Clear	10	0	0	1.5	4	남	S	85	0	0
2024-08-10	3	55	126	25	33	25	1	0	맑음	Clear	10	0	0	0.5	2	동	E	90	0	0
2024-08-10	6	55	126	25	33	25	1	0	맑음	Clear	0	0	0	1.4	2	동	E	90	0	0
2024-08-10	9	55	126	30	33	-999	4	0	흐림	Cloudy	30	0	0	2	3	남동	SE	75	0	0
2024-08-10	12	55	126	32	33	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.8	5	남서	SW	65	0	0
2024-08-10	15	55	126	33	33	-999	3	4	소나기	Shower	60	0	0	3.1	5	남서	SW	60	1.6	0
2024-08-09	3	55	126	25	33	25	1	0	맑음	Clear	0	0	0	0.8	5	남서	SW	95	0	0
2024-08-09	6	55	126	25	33	25	1	0	맑음	Clear	0	0	0	0.9	2	동	E	95	0	0
2024-08-09	9	55	126	28	33	-999	1	0	맑음	Clear	0	0	0	0.6	4	남	S	85	0	0
2024-08-09	12	55	126	31	33	-999	1	0	맑음	Clear	0	0	0	2	6	서	W	70	0	0
2024-08-09	15	55	126	32	33	-999	1	0	맑음	Clear	0	0	0	3.4	6	서	W	65	0	0
2024-08-09	18	55	126	30	-999	-999	1	0	맑음	Clear	0	0	0	2.6	6	서	W	70	0	0
2024-08-09	21	55	126	27	-999	-999	1	0	맑음	Clear	0	0	0	1	6	서	W	80	0	0
2024-08-09	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	0.6	6	서	W	85	0	0
2024-08-08	3	55	126	26	32	25	3	0	구름 많음	Mostly Cloudy	20	0	0	1	6	서	W	95	0	0
2024-08-08	6	55	126	26	32	25	4	0	흐림	Cloudy	30	0	0	0.7	5	남서	SW	95	0	0
2024-08-08	9	55	126	28	32	-999	4	1	비	Rain	60	0	0	1.2	5	남서	SW	85	39.6	0
2024-08-08	12	55	126	30	32	-999	4	1	비	Rain	60	0	0	2.1	5	남서	SW	80	29.699999	0
2024-08-08	15	55	126	31	32	-999	4	1	비	Rain	60	0	0	2.3	5	남서	SW	75	31	0
2024-08-08	18	55	126	29	-999	-999	1	0	맑음	Clear	10	0	0	1.8	6	서	W	75	0	0
2024-08-08	21	55	126	27	-999	-999	1	0	맑음	Clear	0	0	0	0.7	6	서	W	90	0	0
2024-08-08	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	0.9	4	남	S	90	0	0
2024-08-07	3	55	126	26	32	25	1	0	맑음	Clear	10	0	0	0.9	7	북서	NW	95	0	0
2024-08-07	6	55	126	26	32	25	4	0	흐림	Cloudy	30	0	0	0.8	7	북서	NW	95	0	0
2024-08-07	9	55	126	29	33	-999	4	0	흐림	Cloudy	30	0	0	1.3	5	남서	SW	80	0	0
2024-08-07	12	55	126	31	33	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.8	5	남서	SW	70	0	0
2024-08-07	15	55	126	32	33	-999	3	4	소나기	Shower	60	0	0	3.2	5	남서	SW	65	4.9	0
2024-08-07	18	55	126	29	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	3.1	6	서	W	80	0	0
2024-08-07	21	55	126	27	-999	-999	1	0	맑음	Clear	0	0	0	1.4	6	서	W	85	0	0
2024-08-07	24	55	126	26	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	0.9	5	남서	SW	90	0	0
2024-08-06	3	55	126	27	32	26	3	0	구름 많음	Mostly Cloudy	20	0	0	1.1	3	남동	SE	95	0	0
2024-08-06	6	55	126	27	32	26	4	0	흐림	Cloudy	30	0	0	1.2	3	남동	SE	95	0	0
2024-08-06	9	55	126	29	32	-999	1	0	맑음	Clear	10	0	0	1.6	4	남	S	80	0	0
2024-08-06	12	55	126	31	32	-999	1	0	맑음	Clear	0	0	0	3.1	5	남서	SW	70	0	0
2024-08-06	15	55	126	32	33	-999	1	0	맑음	Clear	0	0	0	3.8	6	서	W	65	0	0
2024-08-06	18	55	126	30	-999	-999	1	0	맑음	Clear	0	0	0	2.1	5	남서	SW	75	0	0
2024-08-06	21	55	126	28	-999	-999	1	0	맑음	Clear	0	0	0	0.8	6	서	W	90	0	0
2024-08-06	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	0.6	7	북서	NW	90	0	0
2024-08-05	3	55	126	27	33	26	4	4	소나기	Shower	60	0	0	1.3	3	남동	SE	90	0.1	0
2024-08-05	15	55	126	32	33	-999	3	4	소나기	Shower	60	0	0	2.6	5	남서	SW	70	7.5	0
2024-08-05	18	55	126	31	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.7	4	남	S	75	0	0
2024-08-05	21	55	126	28	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.3	3	남동	SE	85	0	0
2024-08-05	24	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.1	4	남	S	90	0	0
2024-08-05	6	55	126	27	33	26	4	0	흐림	Cloudy	30	0	0	1.6	3	남동	SE	95	0	0
2024-08-05	9	55	126	29	33	-999	4	0	흐림	Cloudy	30	0	0	2.3	4	남	S	85	0	0
2024-08-05	12	55	126	32	33	-999	4	0	흐림	Cloudy	30	0	0	2.4	5	남서	SW	70	0	0
2024-08-04	3	55	126	26	33	25	1	0	맑음	Clear	0	0	0	0.6	6	서	W	90	0	0
2024-08-04	6	55	126	26	33	25	3	0	구름 많음	Mostly Cloudy	10	0	0	0.2	5	남서	SW	95	0	0
2024-08-04	9	55	126	29	33	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.3	3	남동	SE	75	0	0
2024-08-04	12	55	126	32	33	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	3.3	5	남서	SW	65	0	0
2024-08-04	15	55	126	33	33	-999	1	0	맑음	Clear	10	0	0	2.8	6	서	W	60	0	0
2024-08-04	18	55	126	32	-999	-999	1	0	맑음	Clear	0	0	0	2.4	6	서	W	65	0	0
2024-08-04	21	55	126	29	-999	-999	1	0	맑음	Clear	0	0	0	0.1	6	서	W	80	0	0
2024-08-04	24	55	126	28	-999	-999	1	0	맑음	Clear	0	0	0	1	4	남	S	85	0	0
2024-08-03	3	55	126	26	33	25	3	0	구름 많음	Mostly Cloudy	20	0	0	1.2	5	남서	SW	95	0	0
2024-08-03	6	55	126	26	33	25	4	0	흐림	Cloudy	30	0	0	1.1	6	서	W	95	0	0
2024-08-03	9	55	126	28	33	-999	4	0	흐림	Cloudy	30	0	0	0.6	7	북서	NW	85	0	0
2024-08-03	12	55	126	31	33	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	2.3	6	서	W	70	0	0
2024-08-03	15	55	126	32	33	-999	1	0	맑음	Clear	0	0	0	2.8	6	서	W	65	0	0
2024-08-03	18	55	126	30	-999	-999	1	0	맑음	Clear	0	0	0	2.7	6	서	W	75	0	0
2024-08-03	21	55	126	28	-999	-999	1	0	맑음	Clear	0	0	0	1.4	6	서	W	85	0	0
2024-08-03	24	55	126	27	-999	-999	1	0	맑음	Clear	0	0	0	0.8	6	서	W	90	0	0
2024-08-02	9	55	126	29	31	-999	4	0	흐림	Cloudy	30	0	0	3	4	남	S	90	2.1999998	0
2024-08-02	12	55	126	30	31	-999	4	1	비	Rain	60	0	0	2.2	4	남	S	85	2.1999998	0
2024-08-02	15	55	126	31	31	-999	4	1	비	Rain	90	0	0	2.4	5	남서	SW	85	8.7	0
2024-08-02	18	55	126	30	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.3	5	남서	SW	85	0	0
2024-08-02	21	55	126	27	-999	-999	1	0	맑음	Clear	10	0	0	1.1	5	남서	SW	90	0	0
2024-08-02	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	1.3	5	남서	SW	95	0	0
2024-08-02	3	55	126	27	31	26	4	0	흐림	Cloudy	30	0	0	2.6	4	남	S	95	0	0
2024-08-02	6	55	126	27	31	26	4	0	흐림	Cloudy	30	0	0	2.9	4	남	S	95	0	0
2024-08-01	3	55	126	27	32	26	4	0	흐림	Cloudy	30	0	0	3	4	남	S	95	0	0
2024-08-01	6	55	126	26	32	26	4	0	흐림	Cloudy	30	0	0	2.7	4	남	S	95	0	0
2024-08-01	9	55	126	28	32	-999	4	1	비	Rain	60	0	0	3	4	남	S	90	0.5	0
2024-08-01	12	55	126	30	32	-999	4	0	흐림	Cloudy	30	0	0	3.4	4	남	S	85	0	0
2024-08-01	15	55	126	31	32	-999	4	0	흐림	Cloudy	30	0	0	3.8	5	남서	SW	80	0	0
2024-08-01	18	55	126	30	-999	-999	4	0	흐림	Cloudy	30	0	0	3.6	5	남서	SW	80	0	0
2024-08-01	21	55	126	28	-999	-999	4	0	흐림	Cloudy	30	0	0	2.1	5	남서	SW	90	0	0
2024-08-01	24	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.2	4	남	S	90	0	0
2024-07-31	3	55	126	26	31	25	3	0	구름 많음	Mostly Cloudy	20	0	0	3	5	남서	SW	95	0	0
2024-07-31	6	55	126	25	31	25	3	0	구름 많음	Mostly Cloudy	20	0	0	2.7	4	남	S	95	0	0
2024-07-31	9	55	126	28	32	-999	4	0	흐림	Cloudy	30	0	0	2.7	4	남	S	85	0	0
2024-07-31	12	55	126	30	32	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.7	4	남	S	75	0	0
2024-07-31	15	55	126	31	32	-999	1	0	맑음	Clear	0	0	0	3.8	5	남서	SW	70	0	0
2024-07-31	18	55	126	29	-999	-999	1	0	맑음	Clear	0	0	0	4	5	남서	SW	80	0	0
2024-07-31	21	55	126	27	-999	-999	4	0	흐림	Cloudy	30	0	0	2.7	4	남	S	85	0	0
2024-07-31	24	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.9	4	남	S	90	0	0
2024-07-30	3	55	126	25	31	25	4	0	흐림	Cloudy	30	0	0	2.8	5	남서	SW	95	0	0
2024-07-30	6	55	126	25	31	25	4	0	흐림	Cloudy	30	0	0	2.9	5	남서	SW	95	0	0
2024-07-30	9	55	126	27	31	-999	4	0	흐림	Cloudy	30	0	0	3.3	5	남서	SW	90	0	0
2024-07-30	12	55	126	29	31	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	3.5	5	남서	SW	85	0	0
2024-07-30	15	55	126	30	31	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	4.3	5	남서	SW	80	0	0
2024-07-30	18	55	126	29	-999	-999	4	0	흐림	Cloudy	30	0	0	3.5	5	남서	SW	85	0	0
2024-07-30	21	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	2.1	5	남서	SW	90	0	0
2024-07-30	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	1.9	4	남	S	95	0	0
2024-07-29	3	55	126	26	29	25	1	0	맑음	Clear	0	0	0	5	5	남서	SW	95	0	0
2024-07-29	6	55	126	26	29	25	1	0	맑음	Clear	0	0	0	5	5	남서	SW	95	0	0
2024-07-29	9	55	126	27	29	-999	4	0	흐림	Cloudy	30	0	0	5	5	남서	SW	90	5.8	0
2024-07-29	12	55	126	27	29	-999	4	1	비	Rain	60	0	0	4.6	5	남서	SW	85	5.8	0
2024-07-29	15	55	126	28	29	-999	4	1	비	Rain	60	0	0	5.2	5	남서	SW	85	1.2	0
2024-07-29	18	55	126	27	-999	-999	4	0	흐림	Cloudy	30	0	0	4.1	5	남서	SW	85	0	0
2024-07-29	21	55	126	26	-999	-999	4	0	흐림	Cloudy	30	0	0	3.7	5	남서	SW	90	0	0
2024-07-29	24	55	126	26	-999	-999	4	0	흐림	Cloudy	30	0	0	3.2	5	남서	SW	95	0	0
2024-07-28	3	55	126	27	32	26	4	0	흐림	Cloudy	30	0	0	3.3	4	남	S	90	0	0
2024-07-28	6	55	126	26	32	26	4	0	흐림	Cloudy	30	0	0	3.4	4	남	S	90	0	0
2024-07-28	9	55	126	29	31	-999	1	0	맑음	Clear	0	0	0	4.9	4	남	S	75	0	0
2024-07-28	12	55	126	31	31	-999	1	0	맑음	Clear	0	0	0	6.4	4	남	S	65	0	0
2024-07-28	15	55	126	31	31	-999	1	0	맑음	Clear	0	0	0	6.7	5	남서	SW	70	0	0
2024-07-28	18	55	126	29	-999	-999	1	0	맑음	Clear	0	0	0	5.7	5	남서	SW	80	0	0
2024-07-28	21	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	4.9	5	남서	SW	85	0	0
2024-07-28	24	55	126	26	-999	-999	1	0	맑음	Clear	0	0	0	4.8	5	남서	SW	90	0	0
2024-07-27	3	55	126	26	31	26	4	0	흐림	Cloudy	30	0	0	2.4	3	남동	SE	90	0	0
2024-07-27	6	55	126	26	31	26	4	0	흐림	Cloudy	30	0	0	2.2	3	남동	SE	90	0	0
2024-07-27	9	55	126	28	31	-999	4	0	흐림	Cloudy	30	0	0	2.2	3	남동	SE	85	0	0
2024-07-27	12	55	126	30	31	-999	4	0	흐림	Cloudy	30	0	0	3.1	4	남	S	80	0	0
2024-07-27	15	55	126	29	31	-999	4	4	소나기	Shower	60	0	0	2	4	남	S	85	4	0
2024-07-27	18	55	126	29	-999	-999	4	4	소나기	Shower	60	0	0	2.1	4	남	S	85	3	0
2024-07-27	21	55	126	28	-999	-999	4	4	소나기	Shower	60	0	0	1.7	3	남동	SE	85	2.4	0
2024-07-27	24	55	126	27	-999	-999	4	0	흐림	Cloudy	30	0	0	2.7	4	남	S	90	0	0
2024-07-26	3	55	126	26	33	25	3	0	구름 많음	Mostly Cloudy	20	0	0	1.9	3	남동	SE	90	0	0
2024-07-26	6	55	126	26	33	25	3	0	구름 많음	Mostly Cloudy	20	0	0	2.3	3	남동	SE	90	0	0
2024-07-26	9	55	126	29	33	-999	4	0	흐림	Cloudy	30	0	0	3.4	3	남동	SE	80	0	0
2024-07-26	12	55	126	33	33	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	4.1	4	남	S	65	0	0
2024-07-26	15	55	126	32	33	-999	4	4	소나기	Shower	60	0	0	4.7	4	남	S	70	25.2	0
2024-07-26	18	55	126	30	-999	-999	4	4	소나기	Shower	60	0	0	3	4	남	S	80	11.4	0
2024-07-26	21	55	126	28	-999	-999	4	4	소나기	Shower	60	0	0	2.8	3	남동	SE	85	3.5	0
2024-07-26	24	55	126	27	-999	-999	4	0	흐림	Cloudy	30	0	0	3.4	3	남동	SE	90	0	0
2024-07-25	12	55	126	31	32	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	1.8	4	남	S	70	0	0
2024-07-25	15	55	126	32	32	-999	1	4	소나기	Shower	60	0	0	2.9	5	남서	SW	70	2.2	0
2024-07-25	18	55	126	29	-999	-999	1	4	소나기	Shower	60	0	0	2.1	5	남서	SW	70	0.6	0
2024-07-25	21	55	126	27	-999	-999	3	4	소나기	Shower	60	0	0	0.4	5	남서	SW	85	16.2	0
2024-07-25	24	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.5	3	남동	SE	90	0	0
2024-07-25	3	55	126	25	33	25	3	0	구름 많음	Mostly Cloudy	20	0	0	1.3	4	남	S	95	0	0
2024-07-25	6	55	126	25	33	25	3	0	구름 많음	Mostly Cloudy	20	0	0	1.3	4	남	S	95	0	0
2024-07-25	9	55	126	28	32	-999	4	0	흐림	Cloudy	30	0	0	1.4	3	남동	SE	85	0	0
2024-07-24	3	55	126	25	29	24	4	1	비	Rain	60	0	0	2.1	5	남서	SW	95	2.9	0
2024-07-24	6	55	126	25	29	24	4	1	비	Rain	60	0	0	0.8	3	남동	SE	95	0.9	0
2024-07-24	9	55	126	26	29	-999	4	1	비	Rain	60	0	0	1.4	4	남	S	95	46.6	0
2024-07-24	12	55	126	28	29	-999	4	0	흐림	Cloudy	30	0	0	1.9	5	남서	SW	90	0	0
2024-07-24	15	55	126	29	29	-999	4	0	흐림	Cloudy	30	0	0	2.6	5	남서	SW	90	0	0
2024-07-24	18	55	126	28	-999	-999	4	4	소나기	Shower	60	0	0	2.1	5	남서	SW	90	0.3	0
2024-07-24	21	55	126	26	-999	-999	4	0	흐림	Cloudy	30	0	0	1.4	5	남서	SW	90	0	0
2024-07-24	24	55	126	25	-999	-999	4	0	흐림	Cloudy	30	0	0	1.6	4	남	S	95	0	0
2024-07-23	3	55	126	25	28	24	4	1	비	Rain	60	0	0	5	5	남서	SW	95	24.7	0
2024-07-23	6	55	126	25	28	24	4	1	비	Rain	60	0	0	4.8	5	남서	SW	95	11.599999	0
2024-07-23	9	55	126	25	27	-999	4	1	비	Rain	60	0	0	4.8	5	남서	SW	95	19.2	0
2024-07-23	12	55	126	26	27	-999	4	1	비	Rain	60	0	0	4.2	5	남서	SW	95	6.3999996	0
2024-07-23	15	55	126	25	27	-999	4	1	비	Rain	60	0	0	3.8	5	남서	SW	95	26.3	0
2024-07-23	18	55	126	26	-999	-999	4	1	비	Rain	75	0	0	2.7	4	남	S	95	21.4	0
2024-07-23	21	55	126	25	-999	-999	4	1	비	Rain	60	0	0	1.7	4	남	S	95	2	0
2024-07-23	24	55	126	25	-999	-999	4	1	비	Rain	60	0	0	3.5	5	남서	SW	95	1	0
2024-07-22	3	55	126	26	28	24	4	0	흐림	Cloudy	30	0	0	3.1	4	남	S	95	1.7	0
2024-07-22	6	55	126	25	28	24	4	1	비	Rain	60	0	0	4.1	4	남	S	95	1.7	0
2024-07-22	9	55	126	26	28	-999	4	1	비	Rain	60	0	0	3.4	4	남	S	90	14.6	0
2024-07-22	12	55	126	27	28	-999	4	1	비	Rain	60	0	0	4.7	4	남	S	85	2	0
2024-07-22	15	55	126	26	28	-999	4	1	비	Rain	60	0	0	4.7	4	남	S	90	12.099999	0
2024-07-22	18	55	126	27	-999	-999	4	1	비	Rain	60	0	0	5.3	4	남	S	90	9.4	0
2024-07-22	21	55	126	26	-999	-999	4	1	비	Rain	60	0	0	4.9	5	남서	SW	90	4.4	0
2024-07-22	24	55	126	26	-999	-999	4	1	비	Rain	60	0	0	4.5	4	남	S	95	3.6	0
2024-07-21	3	55	126	24	29	23	4	1	비	Rain	60	0	0	9.3	5	남서	SW	90	9.4	0
2024-07-21	6	55	126	24	29	23	4	1	비	Rain	66	0	0	7.3	5	남서	SW	95	6	0
2024-07-21	9	55	126	25	29	-999	4	1	비	Rain	90	0	0	6.6	5	남서	SW	90	37.5	0
2024-07-21	12	55	126	27	29	-999	4	1	비	Rain	90	0	0	3.4	5	남서	SW	80	18.5	0
2024-07-21	15	55	126	28	29	-999	4	0	흐림	Cloudy	30	0	0	4.8	5	남서	SW	80	0	0
2024-07-21	18	55	126	27	-999	-999	3	0	구름 많음	Mostly Cloudy	10	0	0	4	5	남서	SW	85	0	0
2024-07-21	21	55	126	26	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	2.4	4	남	S	90	0	0
2024-07-21	24	55	126	26	-999	-999	4	0	흐림	Cloudy	30	0	0	2.1	4	남	S	95	0	0
2024-07-20	3	55	126	24	27	23	4	0	흐림	Cloudy	30	0	0	1.6	4	남	S	95	0.5	0
2024-07-20	6	55	126	24	27	23	4	1	비	Rain	60	0	0	1.8	3	남동	SE	95	0.5	0
2024-07-20	9	55	126	25	27	-999	4	1	비	Rain	60	0	0	2.4	4	남	S	90	12.7	0
2024-07-20	12	55	126	26	27	-999	4	1	비	Rain	60	0	0	3.4	4	남	S	90	11.9	0
2024-07-20	15	55	126	26	27	-999	4	1	비	Rain	60	0	0	3.1	4	남	S	85	6.5	0
2024-07-20	18	55	126	26	-999	-999	4	1	비	Rain	60	0	0	6	4	남	S	90	1.5	0
2024-07-20	21	55	126	26	-999	-999	4	1	비	Rain	60	0	0	7.9	4	남	S	90	4.3	0
2024-07-20	24	55	126	25	-999	-999	4	1	비	Rain	60	0	0	6.9	4	남	S	95	3.8	0
2024-07-19	21	55	126	25	-999	-999	4	1	비	Rain	60	0	0	1.7	4	남	S	90	3.1	0
2024-07-19	24	55	126	24	-999	-999	4	1	비	Rain	60	0	0	2.1	4	남	S	95	2	0
2024-07-19	3	55	126	23	29	23	3	0	구름 많음	Mostly Cloudy	20	0	0	2.2	4	남	S	95	0	0
2024-07-19	6	55	126	23	29	23	3	0	구름 많음	Mostly Cloudy	20	0	0	1.3	3	남동	SE	95	0	0
2024-07-19	9	55	126	26	30	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	1.3	4	남	S	85	0	0
2024-07-19	12	55	126	28	30	-999	4	0	흐림	Cloudy	30	0	0	2.4	5	남서	SW	75	0	0
2024-07-19	15	55	126	29	30	-999	4	1	비	Rain	60	0	0	2.6	5	남서	SW	75	1	0
2024-07-19	18	55	126	27	-999	-999	4	0	흐림	Cloudy	30	0	0	3	5	남서	SW	85	0	0
2024-07-18	3	55	126	25	26	24	4	1	비	Rain	72	0	0	6.9	4	남	S	95	21.9	0
2024-07-18	6	55	126	25	26	24	4	1	비	Rain	90	0	0	8.9	4	남	S	95	17.5	0
2024-07-18	9	55	126	25	26	-999	4	1	비	Rain	98	0	0	4.3	4	남	S	90	77.40001	0
2024-07-18	12	55	126	25	26	-999	4	1	비	Rain	71	0	0	8	4	남	S	90	36.1	0
2024-07-18	15	55	126	25	26	-999	4	1	비	Rain	100	0	0	5.9	6	서	W	90	104.59999	0
2024-07-18	18	55	126	25	-999	-999	4	1	비	Rain	60	0	0	3.6	5	남서	SW	90	1.7	0
2024-07-18	21	55	126	24	-999	-999	4	0	흐림	Cloudy	30	0	0	3	5	남서	SW	95	0	0
2024-07-18	24	55	126	24	-999	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	3.1	5	남서	SW	95	0	0
2024-07-17	3	55	126	24	27	24	4	1	비	Rain	69	0	0	5.5	4	남	S	95	9.4	0
2024-07-17	6	55	126	25	27	24	4	1	비	Rain	90	0	0	6.9	4	남	S	95	5	0
2024-07-17	9	55	126	25	28	-999	4	1	비	Rain	90	0	0	4.4	4	남	S	90	11	0
2024-07-17	12	55	126	26	28	-999	4	1	비	Rain	60	0	0	4.6	4	남	S	90	1.5	0
2024-07-17	15	55	126	27	28	-999	4	1	비	Rain	90	0	0	5.2	5	남서	SW	90	28.5	0
2024-07-17	18	55	126	26	-999	-999	4	1	비	Rain	90	0	0	3.5	4	남	S	90	16.9	0
2024-07-17	21	55	126	26	-999	-999	4	1	비	Rain	62	0	0	5.8	4	남	S	90	11.299999	0
2024-07-17	24	55	126	25	-999	-999	4	1	비	Rain	69	0	0	7.2	4	남	S	95	6.5	0
2024-07-16	3	55	126	24	30	23	4	4	소나기	Shower	60	0	0	2.3	2	동	E	90	0.5	0
2024-07-16	6	55	126	24	30	23	4	0	흐림	Cloudy	30	0	0	2.6	2	동	E	90	0	0
2024-07-16	9	55	126	27	30	-999	3	0	구름 많음	Mostly Cloudy	20	0	0	3.1	3	남동	SE	75	0.1	0
2024-07-16	12	55	126	29	30	-999	4	1	비	Rain	60	0	0	4.5	4	남	S	70	0.1	0
2024-07-16	15	55	126	28	30	-999	4	1	비	Rain	66	0	0	4.8	4	남	S	75	3	0
2024-07-16	18	55	126	26	-999	-999	4	1	비	Rain	60	0	0	4.9	5	남서	SW	90	1	0
2024-07-16	21	55	126	24	-999	-999	4	1	비	Rain	73	0	0	3.1	5	남서	SW	95	4	0
2024-07-16	24	55	126	24	-999	-999	4	1	비	Rain	62	0	0	4.1	4	남	S	95	0.9	0
2024-07-15	3	55	126	23	31	22	3	0	구름 많음	Mostly Cloudy	10	0	0	2.2	2	동	E	85	0	0
2024-07-15	6	55	126	23	31	22	4	0	흐림	Cloudy	30	0	0	2	2	동	E	85	0	0
2024-07-15	9	55	126	26	31	-999	4	0	흐림	Cloudy	30	0	0	2.9	2	동	E	70	0	0
2024-07-15	12	55	126	29	31	-999	4	0	흐림	Cloudy	30	0	0	2.6	3	남동	SE	60	0	0
2024-07-15	15	55	126	30	31	-999	4	4	소나기	Shower	60	0	0	2.7	3	남동	SE	60	8.4	0
2024-07-15	18	55	126	29	-999	-999	3	4	소나기	Shower	60	0	0	3.3	4	남	S	70	4.1	0
2024-07-15	21	55	126	25	-999	-999	4	4	소나기	Shower	60	0	0	1.1	3	남동	SE	85	8	0
2024-07-15	24	55	126	24	-999	-999	4	4	소나기	Shower	60	0	0	1.8	3	남동	SE	90	3.2	0
2024-07-14	6	55	126	23	31	23	4	0	흐림	Cloudy	30	0	0	2	2	동	E	90	0	0
2024-07-14	9	55	126	27	31	-999	4	0	흐림	Cloudy	30	0	0	2.3	2	동	E	70	0	0
2024-07-14	12	55	126	30	31	-999	4	0	흐림	Cloudy	30	0	0	2.1	3	남동	SE	60	0	0
2024-07-14	15	55	126	30	31	-999	4	0	흐림	Cloudy	30	0	0	3.7	3	남동	SE	60	0	0
